PrePost,Type,u,p
pre_High_post_High : pre_Low_post_High,D7_W1_ReceivedSupport : D7_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK1_GaveSupport : WEEK1_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK1_ReceivedSupport : WEEK1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2 : WEEK2,,
pre_High_post_High : pre_Low_post_High,WEEK2_PRODUCTIVE : WEEK2_PRODUCTIVE,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_BELONGING : WEEK2_BELONGING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_DISCRIMINATION : WEEK2_DISCRIMINATION,,
pre_High_post_High : pre_Low_post_High,WEEK2_EMO_DRAINED : WEEK2_EMO_DRAINED,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_TALKSTRESS : WEEK2_TALKSTRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_LITTLESLEEP : WEEK2_LITTLESLEEP,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_PROFCARES : WEEK2_PROFCARES,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HOMESICK : WEEK2_HOMESICK,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_EXERCISE : WEEK2_EXERCISE,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK_2_EMA_MORNING : WEEK_2_EMA_MORNING,,
pre_High_post_High : pre_Low_post_High,WEEK2_ACTIVITY_ACADEMIC : WEEK2_ACTIVITY_ACADEMIC,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_ACADEMIC_percentage : WEEK2_ACADEMIC_percentage,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_ACTIVITY_PERSONAL : WEEK2_ACTIVITY_PERSONAL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_PERSONAL_percentage : WEEK2_PERSONAL_percentage,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_TIRED_AM : WEEK2_TIRED_AM,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_DRINK : WEEK2_DRINK,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_DRUGS : WEEK2_DRUGS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_drinkdrugs_alone : WEEK2_drinkdrugs_alone,,
pre_High_post_High : pre_Low_post_High,WEEK2_negative_cons : WEEK2_negative_cons,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_SLEEP : WEEK2_SLEEP,,
pre_High_post_High : pre_Low_post_High,WEEK2_HrsBed_Avg : WEEK2_HrsBed_Avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HrsAsleep_Avg : WEEK2_HrsAsleep_Avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HrsBed_Weekday_avg : WEEK2_HrsBed_Weekday_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HrsAsleep_Weekday_avg : WEEK2_HrsAsleep_Weekday_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HrsBed_Weekend_avg : WEEK2_HrsBed_Weekend_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_HrsAsleep_Weekend_avg : WEEK2_HrsAsleep_Weekend_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_TODAY_STRESSFUL : WEEK2_TODAY_STRESSFUL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_M_STRESS : WEEK2_M_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_M_CONTROL : WEEK2_M_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_M_SUCCESS_COPING : WEEK2_M_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A1_STRESS : WEEK2_A1_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A1_CONTROL : WEEK2_A1_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A1_SUCCESS_COPING : WEEK2_A1_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A2_STRESS : WEEK2_A2_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A2_CONTROL : WEEK2_A2_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_A2_SUCCESS_COPING : WEEK2_A2_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_E_STRESS : WEEK2_E_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_E_CONTROL : WEEK2_E_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_E_SUCCESS_COPING : WEEK2_E_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W2_Stress : D1_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W2_Stress : D2_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D3_W2_Stress : D3_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W2_Stress : D4_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W2_Stress : D5_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W2_Stress : D6_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W2_Stress : D7_W2_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_STRESS : WEEK2_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W2_GaveSupport : D1_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W2_GaveSupport : D2_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D3_W2_GaveSupport : D3_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W2_GaveSupport : D4_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W2_GaveSupport : D5_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W2_GaveSupport : D6_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W2_GaveSupport : D7_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W2_ReceivedSupport : D1_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W2_ReceivedSupport : D2_W2_ReceivedSupport,,
pre_High_post_High : pre_Low_post_High,D3_W2_ReceivedSupport : D3_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W2_ReceivedSupport : D4_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W2_ReceivedSupport : D5_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W2_ReceivedSupport : D6_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W2_ReceivedSupport : D7_W2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_GaveSupport : WEEK2_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK2_ReceivedSupport : WEEK2_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3 : WEEK3,,
pre_High_post_High : pre_Low_post_High,WEEK3_PRODUCTIVE : WEEK3_PRODUCTIVE,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_BELONGING : WEEK3_BELONGING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_DISCRIMINATION : WEEK3_DISCRIMINATION,,
pre_High_post_High : pre_Low_post_High,WEEK3_EMO_DRAINED : WEEK3_EMO_DRAINED,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_TALKSTRESS : WEEK3_TALKSTRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_LITTLESLEEP : WEEK3_LITTLESLEEP,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_PROFCARES : WEEK3_PROFCARES,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HOMESICK : WEEK3_HOMESICK,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_EXERCISE : WEEK3_EXERCISE,0.0,0.0
pre_High_post_High : pre_Low_post_High,EMA_MORNING : EMA_MORNING,,
pre_High_post_High : pre_Low_post_High,WEEK3_ACTIVITY_ACADEMIC : WEEK3_ACTIVITY_ACADEMIC,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_ACADEMIC_percentage : WEEK3_ACADEMIC_percentage,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_ACTIVITY_PERSONAL : WEEK3_ACTIVITY_PERSONAL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_PERSONAL_percentage : WEEK3_PERSONAL_percentage,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_TIRED_AM : WEEK3_TIRED_AM,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_DRINK : WEEK3_DRINK,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_DRUGS : WEEK3_DRUGS,,
pre_High_post_High : pre_Low_post_High,WEEK3_drinkdrugs_alone : WEEK3_drinkdrugs_alone,,
pre_High_post_High : pre_Low_post_High,WEEK3_negative_cons : WEEK3_negative_cons,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_SLEEP : WEEK3_SLEEP,,
pre_High_post_High : pre_Low_post_High,WEEK3_HrsBed_avg : WEEK3_HrsBed_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HrsAsleep_avg : WEEK3_HrsAsleep_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HrsBed_Weekday_avg : WEEK3_HrsBed_Weekday_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HrsAsleep_Weekday_avg : WEEK3_HrsAsleep_Weekday_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HrsBed_Weekend_avg : WEEK3_HrsBed_Weekend_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_HrsAsleep_Weekend_avg : WEEK3_HrsAsleep_Weekend_avg,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_TODAY_STRESSFUL : WEEK3_TODAY_STRESSFUL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_M_STRESS : WEEK3_M_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_M_CONTROL : WEEK3_M_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_M_SUCCESS_COPING : WEEK3_M_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A1_STRESS : WEEK3_A1_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A1_CONTROL : WEEK3_A1_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A1_SUCCESS_COPING : WEEK3_A1_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A2_STRESS : WEEK3_A2_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A2_CONTROL : WEEK3_A2_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_A2_SUCCESS_COPING : WEEK3_A2_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_E_STRESS : WEEK3_E_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_E_CONTROL : WEEK3_E_CONTROL,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_E_SUCCESS_COPING : WEEK3_E_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W3_Stress : D1_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W3_Stress : D2_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D3_W3_Stress : D3_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W3_Stress : D4_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W3_Stress : D5_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W3_Stress : D6_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W3_Stress : D7_W3_Stress,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_STRESS : WEEK3_STRESS,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W3_GaveSupport : D1_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W3_GaveSupport : D2_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D3_W3_GaveSupport : D3_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W3_GaveSupport : D4_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W3_GaveSupport : D5_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W3_GaveSupport : D6_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W3_GaveSupport : D7_W3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D1_W3_ReceivedSupport : D1_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D2_W3_ReceivedSupport : D2_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D3_W3_ReceivedSupport : D3_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D4_W3_ReceivedSupport : D4_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D5_W3_ReceivedSupport : D5_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D6_W3_ReceivedSupport : D6_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,D7_W3_ReceivedSupport : D7_W3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_GaveSupport : WEEK3_GaveSupport,0.0,0.0
pre_High_post_High : pre_Low_post_High,WEEK3_ReceivedSupport : WEEK3_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_EMA_EVENING : WEEK1_EMA_EVENING,,
pre_High_post_High : pre_High_post_Low,WEEK1_PRODUCTIVE : WEEK1_PRODUCTIVE,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_BELONGING : WEEK1_BELONGING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_DISCRIMINATION : WEEK1_DISCRIMINATION,,
pre_High_post_High : pre_High_post_Low,WEEK1_EMO_DRAINED : WEEK1_EMO_DRAINED,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_TALKSTRESS : WEEK1_TALKSTRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_LITTLESLEEP : WEEK1_LITTLESLEEP,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_PROFCARES : WEEK1_PROFCARES,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HOMESICK : WEEK1_HOMESICK,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_EXERCISE : WEEK1_EXERCISE,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_EMA_MORNING : WEEK1_EMA_MORNING,,
pre_High_post_High : pre_High_post_Low,WEEK1_ACTIVITY_ACADEMIC : WEEK1_ACTIVITY_ACADEMIC,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_ACADEMIC_percentage : WEEK1_ACADEMIC_percentage,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_ACTIVITY_PERSONAL : WEEK1_ACTIVITY_PERSONAL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_PERSONAL_percentage : WEEK1_PERSONAL_percentage,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_TIRED_AM : WEEK1_TIRED_AM,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_DRINK : WEEK1_DRINK,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_DRUGS : WEEK1_DRUGS,,
pre_High_post_High : pre_High_post_Low,WEEK1_drinkdrugs_alone : WEEK1_drinkdrugs_alone,,
pre_High_post_High : pre_High_post_Low,WEEK1_negative_cons : WEEK1_negative_cons,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_SLEEP : WEEK1_SLEEP,,
pre_High_post_High : pre_High_post_Low,WEEK1_HrsBed_Avg : WEEK1_HrsBed_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HrsAsleep_Avg : WEEK1_HrsAsleep_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HrsBed_Weekday_Avg : WEEK1_HrsBed_Weekday_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HrsAsleep_Weekday_Avg : WEEK1_HrsAsleep_Weekday_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HrsBed_Weekend_Avg : WEEK1_HrsBed_Weekend_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_HrsAsleep_Weekend_Avg : WEEK1_HrsAsleep_Weekend_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_TODAY_STRESSFUL : WEEK1_TODAY_STRESSFUL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_M_STRESS : WEEK1_M_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_M_CONTROL : WEEK1_M_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A1_STRESS : WEEK1_A1_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A1_CONTROL : WEEK1_A1_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A1_SUCCESS_COPING : WEEK1_A1_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A2_STRESS : WEEK1_A2_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A2_CONTROL : WEEK1_A2_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_A2_SUCCESS_COPING : WEEK1_A2_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_E_STRESS : WEEK1_E_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_E_CONTROL : WEEK1_E_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_E_SUCCESS_COPING : WEEK1_E_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W1_Stress : D1_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D2_W1_Stress : D2_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D3_W1_Stress : D3_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D4_W1_Stress : D4_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D5_W1_Stress : D5_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D6_W1_Stress : D6_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D7_W1_Stress : D7_W1_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_STRESS : WEEK1_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W1_GaveSupport : D1_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D2_W1_GaveSupport : D2_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D3_W1_GaveSupport : D3_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D4_W1_GaveSupport : D4_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D5_W1_GaveSupport : D5_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D6_W1_GaveSupport : D6_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D7_W1_GaveSupport : D7_W1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W1_ReceivedSupport : D1_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D2_W1_ReceivedSupport : D2_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D3_W1_ReceivedSupport : D3_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D4_W1_ReceivedSupport : D4_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D5_W1_ReceivedSupport : D5_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D6_W1_ReceivedSupport : D6_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D7_W1_ReceivedSupport : D7_W1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_GaveSupport : WEEK1_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK1_ReceivedSupport : WEEK1_ReceivedSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2 : WEEK2,,
pre_High_post_High : pre_High_post_Low,WEEK2_PRODUCTIVE : WEEK2_PRODUCTIVE,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_BELONGING : WEEK2_BELONGING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_DISCRIMINATION : WEEK2_DISCRIMINATION,,
pre_High_post_High : pre_High_post_Low,WEEK2_EMO_DRAINED : WEEK2_EMO_DRAINED,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_TALKSTRESS : WEEK2_TALKSTRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_LITTLESLEEP : WEEK2_LITTLESLEEP,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_PROFCARES : WEEK2_PROFCARES,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HOMESICK : WEEK2_HOMESICK,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_EXERCISE : WEEK2_EXERCISE,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK_2_EMA_MORNING : WEEK_2_EMA_MORNING,,
pre_High_post_High : pre_High_post_Low,WEEK2_ACTIVITY_ACADEMIC : WEEK2_ACTIVITY_ACADEMIC,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_ACADEMIC_percentage : WEEK2_ACADEMIC_percentage,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_ACTIVITY_PERSONAL : WEEK2_ACTIVITY_PERSONAL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_PERSONAL_percentage : WEEK2_PERSONAL_percentage,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_TIRED_AM : WEEK2_TIRED_AM,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_DRINK : WEEK2_DRINK,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_DRUGS : WEEK2_DRUGS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_drinkdrugs_alone : WEEK2_drinkdrugs_alone,,
pre_High_post_High : pre_High_post_Low,WEEK2_negative_cons : WEEK2_negative_cons,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_SLEEP : WEEK2_SLEEP,,
pre_High_post_High : pre_High_post_Low,WEEK2_HrsBed_Avg : WEEK2_HrsBed_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HrsAsleep_Avg : WEEK2_HrsAsleep_Avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HrsBed_Weekday_avg : WEEK2_HrsBed_Weekday_avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HrsAsleep_Weekday_avg : WEEK2_HrsAsleep_Weekday_avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HrsBed_Weekend_avg : WEEK2_HrsBed_Weekend_avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_HrsAsleep_Weekend_avg : WEEK2_HrsAsleep_Weekend_avg,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_TODAY_STRESSFUL : WEEK2_TODAY_STRESSFUL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_M_STRESS : WEEK2_M_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_M_CONTROL : WEEK2_M_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_M_SUCCESS_COPING : WEEK2_M_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A1_STRESS : WEEK2_A1_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A1_CONTROL : WEEK2_A1_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A1_SUCCESS_COPING : WEEK2_A1_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A2_STRESS : WEEK2_A2_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A2_CONTROL : WEEK2_A2_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_A2_SUCCESS_COPING : WEEK2_A2_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_E_STRESS : WEEK2_E_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_E_CONTROL : WEEK2_E_CONTROL,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_E_SUCCESS_COPING : WEEK2_E_SUCCESS_COPING,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W2_Stress : D1_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D2_W2_Stress : D2_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D3_W2_Stress : D3_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D4_W2_Stress : D4_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D5_W2_Stress : D5_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D6_W2_Stress : D6_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,D7_W2_Stress : D7_W2_Stress,0.0,0.0
pre_High_post_High : pre_High_post_Low,WEEK2_STRESS : WEEK2_STRESS,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W2_GaveSupport : D1_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D2_W2_GaveSupport : D2_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D3_W2_GaveSupport : D3_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D4_W2_GaveSupport : D4_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D5_W2_GaveSupport : D5_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D6_W2_GaveSupport : D6_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D7_W2_GaveSupport : D7_W2_GaveSupport,0.0,0.0
pre_High_post_High : pre_High_post_Low,D1_W2_ReceivedSupport : D1_W2_ReceivedSupport,0.0,0.0
